Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Damaged DNA Binding (GO:0003684),-0.41131155703849537,-1.489903684960951,0.0375,0.279055788682935,1.0,20/40,31.22%,DCLRE1A;PARP2;DDB2;AUNIP;FANCG;EP300;CREBBP;CRY2;ERCC4;RAD18;SMC6;TDG;RBBP8;RPS3;OGG1;DCLRE1C;CUL4B;MPG;ERCC3;XPA
prerank,fatty-acyl-CoA Binding (GO:0000062),0.5498675182379161,1.4817505786501828,0.056768558951965066,0.33027668180156144,1.0,7/12,28.99%,TSPO;ALDH6A1;ACBD4;GCDH;ACBD7;SCP2;PNPLA3
prerank,Frizzled Binding (GO:0005109),0.447014916918344,1.4810654717909868,0.045346062052505964,0.3227694583021101,1.0,6/24,8.21%,SFRP1;WNT6;CCDC88C;FZD1;WNT5B;WNT4
prerank,pre-mRNA Binding (GO:0036002),-0.46879641396600263,-1.4806685794298888,0.04697986577181208,0.2918051961108159,1.0,12/26,31.83%,SLU7;RBM24;PRPF8;TRA2B;HNRNPA1;U2AF1L4;SLBP;U2AF2;PRPF39;RNPC3;CELF3;ERI1
prerank,Guanyl Ribonucleotide Binding (GO:0032561),0.28891645492319346,1.477935925685767,0.0035714285714285713,0.32067493768938393,1.0,55/185,20.50%,RIT1;TUBB2B;RAB31;SLC19A1;RHOB;RAB33B;RHOC;TUBB3;RAC2;GBP3;DIRAS3;RAB29;GLUD2;RALA;RAB13;RAB10;GLUD1;PDE11A;RAB4A;GTPBP4;RAP1B;RASL12;ATL3;RAB8B;RHOD;RRAS;RND2;GBP4;ARF4;RAB39B;TUBA1C;CDC42;PDE5A;RAB39A;RAB22A;RHOU;NRAS;RAB8A;RAB21;IFT27;RAB11A;RHOG;GIMAP7;TUBB4B;RAB2B;TUBB4A;RRAGB;RAB32;DNM2;RAB18;RHOA;SRP54;TUBB6;RAB6A;RAB42
prerank,Calmodulin-Dependent Protein Kinase Activity (GO:0004683),-0.48352515476636393,-1.4723526851355195,0.046632124352331605,0.30114644027913773,1.0,10/22,19.67%,CAMK2A;CAMK1D;CAMK2G;CAMKK1;MAPKAPK5;MKNK2;DAPK1;MKNK1;PTK2B;EEF2K
prerank,Glutamate Receptor Binding (GO:0035254),-0.5022769564910349,-1.4693939189900735,0.061371841155234655,0.3012059519850814,1.0,9/18,24.51%,CAMK2A;SYNDIG1;DLG4;SHANK1;SHANK2;GNAS;NETO1;SQSTM1;HOMER1
prerank,Potassium Channel Regulator Activity (GO:0015459),-0.41698095489801223,-1.4677400724840557,0.039603960396039604,0.29911056903475214,1.0,16/38,22.59%,KCNIP3;KCNS1;KCNAB2;KCNAB3;LRRC38;KCNS3;RASA1;ENSA;AKT1;SUMO1;LRRC55;AMIGO1;DLG1;DRD4;KCNV1;KCNAB1
prerank,Wide Pore Channel Activity (GO:0022829),0.5152984101473024,1.4668115593170388,0.05191873589164785,0.33408767797210814,1.0,10/14,33.05%,GJA8;PANX3;GJA1;GJB6;GJB3;PRF1;GJC2;GJB7;GJB1;GJA4
prerank,Transforming Growth Factor Beta Receptor Binding (GO:0005160),0.48190230248033006,1.4615924772877507,0.07764705882352942,0.336392668131305,1.0,10/16,25.41%,SMAD7;BAMBI;FERMT2;INHBC;TGFBR2;TGFBR1;FKBP1A;TGFBR3;SMAD2;ENG
prerank,Calcium-Release Channel Activity (GO:0015278),-0.537321086966659,-1.460063898321185,0.08304498269896193,0.3081144882693088,1.0,5/14,10.91%,ITPR1;RASA3;RYR2;PKD2;TPCN2
prerank,Voltage-Gated Calcium Channel Activity (GO:0005245),-0.42268579675909124,-1.4491145837790864,0.039603960396039604,0.3253650581850039,1.0,18/36,20.98%,CACNG2;CACNA1I;CACNG8;CACNA2D3;CACNG7;PKD2;SCN8A;CACNA1C;CACNA1A;CACNA1D;CACNB4;TPCN2;CACNA1B;CACNB1;CACNB3;SCN1A;NCS1;CACNA2D1
prerank,G Protein-Coupled Receptor Activity (GO:0004930),0.2911438527812392,1.4427427558095076,0.006872852233676976,0.3666504862560813,1.0,70/157,28.29%,DRD2;OPRM1;NTSR2;LGR4;CXCR4;P2RY13;GPR37L1;F2R;MLNR;OPRK1;CX3CR1;S1PR1;FPR1;ADGRG1;ADGRL3;GABBR1;ADGRG6;GPR62;S1PR4;GPR143;GPR152;TAS2R60;PDGFRL;ADGRE5;P2RY1;GPR157;CNR2;GPR149;GPR183;MAS1L;CYSLTR1;OXER1;CCR7;TAAR5;GPR34;C3AR1;GPR37;SLC39A9;APLNR;ADCYAP1R1;TM2D1;LTB4R2;GPR4;GRM2;MRGPRX4;FFAR4;P2RY12;MRGPRD;GPR156;GHSR;TAS1R1;SSTR3;PRLHR;GHRHR;GIPR;NPBWR1;KISS1R;LPAR1;FFAR1;MRGPRE;TAAR8;GPR78;TAAR2;GPR17;NMUR1;ADGRG5;S1PR2;ADGRF5;GPR75;F2RL1
prerank,Nucleobase-Containing Compound Kinase Activity (GO:0019205),0.4912670755320221,1.4421796001085405,0.06888888888888889,0.35912045698151934,1.0,5/15,12.86%,NME4;AK9;DTYMK;AK4;NT5C2
prerank,K63-linked Polyubiquitin Modification-Dependent Protein Binding (GO:0070530),-0.4692510578578786,-1.4293112611880774,0.06495726495726496,0.3621351325289339,1.0,9/21,19.48%,UIMC1;OTUD7A;ZRANB1;PRPF8;RNF169;IKBKG;RNF31;TAB3;RNF168
prerank,Intracellular Ligand-Gated Monoatomic Ion Channel Activity (GO:0005217),-0.5827186374810074,-1.4281162139110728,0.08703374777975133,0.3583339065468033,1.0,4/10,10.91%,ITPR1;RASA3;RYR2;TPCN2
prerank,Quaternary Ammonium Group Transmembrane Transporter Activity (GO:0015651),0.5455060385629803,1.427830977065123,0.11286681715575621,0.3811792541327052,1.0,6/10,21.54%,SLC44A2;SLC22A3;SLC22A4;SLC44A1;SLC25A20;SLC44A3
prerank,Microtubule Binding (GO:0008017),-0.30674032003859436,-1.4248221208218537,0.01094391244870041,0.3591388546488507,1.0,75/206,29.05%,KIF5A;FMN1;VAPA;CLIP1;CAMSAP3;LRRK2;KIF5C;EML6;MTCL1;MACO1;KIFC2;PRC1;SGIP1;WHAMM;KNSTRN;TUBGCP6;SPAG5;CEP295;MAP10;CCDC181;DNM1;KIF15;CCSAP;TUBGCP5;KATNB1;PEX14;MAP1A;ARHGEF2;KRIT1;REEP2;WASL;PLK1;DCX;STARD9;SVBP;CEP57L1;DRG1;MAST1;FAM161A;HOOK2;ZNF207;HOOK3;PSRC1;FMR1;RMDN3;KIF27;MAP1S;GAS2L1;KIF3B;CCDC88B;HDGFL3;SAXO2;TUBGCP4;CLIP2;RPS3;TUBGCP2;TUBGCP3;MTUS2;GAS8;CAMSAP2;LRPPRC;MAP2;KIF3C;JMY;FBXW11;CEP57;APC;MAP1LC3B;CCDC66;KIF2C;MX2;CKAP5;MAPT;RMDN2;HDAC6
prerank,GTP Binding (GO:0005525),0.28359880356713313,1.4210572671137414,0.006944444444444444,0.3871854986461728,1.0,50/168,20.50%,RIT1;TUBB2B;RAB31;RHOB;RAB33B;RHOC;TUBB3;RAC2;GBP3;DIRAS3;RAB29;GLUD2;RALA;RAB13;RAB10;GLUD1;RAB4A;GTPBP4;RAP1B;RASL12;ATL3;RHOD;RRAS;RND2;GBP4;ARF4;RAB39B;TUBA1C;CDC42;RAB39A;RAB22A;RHOU;NRAS;RAB8A;RAB21;IFT27;RAB11A;RHOG;GIMAP7;TUBB4B;RAB2B;TUBB4A;RRAGB;RAB32;DNM2;RHOA;SRP54;TUBB6;RAB6A;RAB42
prerank,Myosin Binding (GO:0017022),0.3563814876807084,1.4192025133352495,0.04521276595744681,0.3825186049905151,1.0,15/47,13.51%,CXCR4;KIRREL1;RALA;RAB10;ACTC1;GSN;RAB3C;MYBPC1;RAB39B;TOM1;PYCARD;RAB3D;CALD1;RAB8A;RAB11A
prerank,Galactosyltransferase Activity (GO:0008378),0.5502711322219572,1.418034131529792,0.09130434782608696,0.3766368599468562,1.0,5/10,32.34%,B4GALT1;B4GALT7;B3GALT6;B4GAT1;B4GALT2
prerank,RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629),-0.30896455817956897,-1.4162119597384797,0.01366120218579235,0.37214739329097973,1.0,53/195,18.08%,HDAC4;PTPRT;KAT8;KDM1A;MEF2C;NEUROD1;PIAS2;SETD6;ZFPM2;TAF4B;BBS1;SPEN;ZBTB8A;EGR2;TCERG1;MLXIPL;NIF3L1;ETS2;BBS5;HES6;MTDH;LDB1;TACC2;MEF2A;BAZ2A;NCOR1;ID2;GABARAPL1;ETS1;GSK3B;TACC1;SETD1A;MKKS;TAF6;HDAC3;SNW1;MLX;ADD1;NRIP1;EP300;CREBBP;ACTN4;TRIM32;HIRA;STK4;DMAP1;SDR16C5;FIZ1;BHLHE40;DAXX;MAPK14;NCOA1;PPARGC1A
prerank,Channel Activity (GO:0015267),0.3955719425306869,1.4158613336196646,0.06018518518518518,0.3733886966431108,1.0,17/34,25.14%,AQP5;TMEM120A;AQP4;AQP6;SLC12A4;MCUB;BCL2A1;SLC12A2;SLC12A7;TRPV2;PDPN;SLC14A1;ASIC4;KCNK3;CHRNB1;AQP11;PRF1
prerank,Metallocarboxypeptidase Activity (GO:0004181),0.4569514139919882,1.415502783703635,0.11316397228637413,0.36635892688567373,1.0,11/17,32.42%,CPXM2;CPM;AGBL2;AGBL3;CPE;VASH2;FOLH1;FOLH1B;CPZ;AEBP1;PEPD
prerank,UDP-galactosyltransferase Activity (GO:0035250),0.46862265065918685,1.4140748849389981,0.10690423162583519,0.3616461612224052,1.0,11/17,29.30%,B3GNT5;B4GALT1;B3GNT2;B3GALT4;B4GALT7;B3GNTL1;UGT8;B3GALNT1;B3GALT6;B3GNT7;B4GAT1
prerank,Translation Initiation Factor Activity (GO:0003743),-0.4018308087787883,-1.4121244887434352,0.05065359477124183,0.37480278811031803,1.0,10/39,19.09%,EIF4E1B;EIF4A2;EIF5;EIF1AX;EIF3E;EIF4G3;EIF2S3B;EIF3L;EIF2B1;EIF2B5
prerank,Nucleoside Diphosphate Kinase Activity (GO:0004550),0.5160175063182683,1.4041834714071988,0.08528784648187633,0.3736106086970028,1.0,4/11,11.72%,NME4;AK9;DTYMK;AK4
prerank,Four-Way Junction DNA Binding (GO:0000400),-0.5058287046353246,-1.402462298721025,0.0779467680608365,0.3904322887886595,1.0,6/14,27.07%,RAD51C;RAD51D;YY1;MEN1;GEN1;MSH2
prerank,Ubiquitin-Like Protein Transferase Activity (GO:0019787),-0.2997081601806257,-1.4023231309339375,0.005369127516778523,0.38430367584140646,1.0,71/223,24.76%,HDAC4;CUL3;LNX1;PIAS2;TNFAIP1;ANAPC4;FBXO21;UBE2O;DDB2;RNF115;UBE2D4;RMND5A;ZNRF1;FBXO9;TRAF7;ATG16L1;TRAF3;FBXO4;PDZRN3;MALT1;MIB2;UBE2I;RNF208;UBE2W;CHFR;LMO7;KLHL21;LNX2;PRPF19;TRAF6;TRIM33;ATG10;KCTD13;RBBP6;FBXO11;PIAS1;ATG5;HACE1;RNF169;PIAS4;TRIM32;UBE2C;BARD1;RNF41;KLHL42;NEURL1;TRIM28;RNF31;RNF43;UBL4A;ZFP91;RNF168;VHL;RNF6;BIRC6;BCOR;SIAH2;DTX4;TNFSF13B;UBE2K;TRIM17;SMURF1;CBLL1;PRKN;SHPRH;ARIH2;MGRN1;PEX12;RANBP2;TRIM4;FBXO25
prerank,Cell-Cell Adhesion Mediator Activity (GO:0098632),0.37422822296306346,1.4017664323104713,0.050761421319796954,0.37172137653678583,1.0,17/39,24.08%,ANXA2;PDLIM5;RAB10;STXBP6;NFASC;PALLD;CNN3;S100A11;JAM3;CNTN6;CNTN2;IGSF9;NEXN;TRIM29;CNTN4;CDC42EP1;EPCAM
prerank,Calcium Channel Activity (GO:0005262),-0.35346946700348,-1.3941414277726516,0.056162246489859596,0.39815434501269426,1.0,23/67,17.78%,CACNG2;CACNA1I;CACNG8;STIM2;RYR2;CACNA2D3;GRIN1;CACNG7;SLC24A4;PKD2;PKD1;CACNA1C;CACNA1A;CACNA1D;CACNB4;TRPM7;TPCN2;CACNA1B;PKD2L1;CACNB1;P2RX4;CACNB3;PKD2L2
prerank,Titin Binding (GO:0031432),0.5368653408704298,1.3925625775047972,0.09839816933638444,0.38284207085806166,1.0,5/10,18.23%,MYBPC1;OBSCN;CAMK2D;CAPN3;MYBPC3
prerank,Glutathione Transferase Activity (GO:0004364),0.42858163529121085,1.3910310307486033,0.07242990654205607,0.3790462138776745,1.0,7/21,17.52%,SH3BGRL3;MGST1;LTC4S;GSTP1;GSTO2;HPGDS;PTGES
prerank,"Oxidoreductase Activity, Acting On Paired Donors, With Incorporation Or Reduction Of Molecular Oxygen, Reduced Flavin Or Flavoprotein As One Donor, And Incorporation Of One Atom Of Oxygen (GO:0016712)",0.5104261116996677,1.389959679579547,0.09090909090909091,0.3741805371048039,1.0,3/12,5.14%,CYP2J2;HMOX1;CYP1B1
prerank,Lipid Phosphatase Activity (GO:0042577),0.48238794380209904,1.38812501861697,0.11286681715575621,0.3710384547807157,1.0,7/13,20.94%,PLPP3;PLPP6;INPP5K;PLPPR1;SGPP2;PLPP2;PLPPR3
prerank,"DNA Binding, Bending (GO:0008301)",0.5202902654318411,1.3877925023838504,0.10232558139534884,0.36528092447666666,1.0,4/11,10.43%,HHEX;FOXD1;LEF1;FOXL1
prerank,Endonuclease Activity (GO:0004519),-0.3786574203920509,-1.3856266914526383,0.055130168453292494,0.4114979031725287,1.0,17/46,25.13%,MBLAC1;MUS81;DIS3;YBEY;INTS11;REXO4;RNASEL;EXOG;ENDOG;ERCC4;RPS3;ZC3H12B;AGO4;OGG1;ANKZF1;PMS2;DCLRE1C
prerank,Nuclear Androgen Receptor Binding (GO:0050681),-0.44641029030344814,-1.3792190181907538,0.08896797153024912,0.42037921865005407,1.0,10/23,21.31%,KDM1A;PRKCB;KDM4C;FOXP1;KDM5D;SNW1;EP300;DAXX;RNF6;ZBTB7A
prerank,Phosphatidylinositol-5-Phosphate Binding (GO:0010314),0.4939808357505392,1.3790087859353772,0.10093896713615023,0.37708730633953413,1.0,5/13,18.83%,SH3PXD2B;TOM1;OBSCN;PLEKHF1;RUBCNL
prerank,Transforming Growth Factor Beta Binding (GO:0050431),0.42293915177474367,1.374435295485441,0.1101123595505618,0.37974001948210945,1.0,12/20,32.39%,THBS1;HYAL2;TGFBR2;LTBP2;TGFBR1;TWSG1;TGFBR3;CD109;NRROS;ENG;LRRC32;VASN
prerank,Chemorepellent Activity (GO:0045499),-0.4428520743259422,-1.3739268457938116,0.0893169877408056,0.4268450058034858,1.0,5/22,11.22%,SEMA5B;NRG3;SEMA4C;SEMA7A;SEMA6D
prerank,Metalloendopeptidase Inhibitor Activity (GO:0008191),0.5368956391587757,1.3737178846511653,0.10022779043280182,0.3748396600724048,1.0,5/10,14.25%,TIMP4;TIMP2;TIMP3;SPOCK3;TIMP1
prerank,"Beta-1,3-Galactosyltransferase Activity (GO:0048531)",0.5140879082028014,1.37351867070478,0.09610983981693363,0.3690811832695368,1.0,6/11,15.69%,C1GALT1;B3GNT5;B3GNT2;B3GALT4;C1GALT1C1;B3GNTL1
prerank,Protein Heterodimerization Activity (GO:0046982),-0.30501953504098844,-1.3733011480281228,0.028735632183908046,0.42199255199679836,1.0,41/162,17.64%,SOHLH1;VAPA;KCNB1;MEF2C;NEUROD1;TCF4;ADRB1;ADD2;ADRA2A;TCOF1;NPAS1;BCL2L2;EXT1;NEUROD2;MLXIPL;TENM2;GTF2A1;MEF2A;PIK3R2;QTRT1;ATP1A1;USF1;MICU2;BDKRB2;SMC1A;KATNB1;MLX;USF2;ADD1;METTL3;MICU1;FZD4;TPM1;NR4A1;BARD1;PHB2;IKBKG;BHLHE40;SAE1;FMR1;NOLC1
prerank,tRNA Methyltransferase Activity (GO:0008175),-0.5141571863549557,-1.3711811053032015,0.10931899641577061,0.42076425221742464,1.0,3/13,9.05%,TRMT44;TRMT9B;TARBP1
prerank,Ferrous Iron Binding (GO:0008198),0.4128909509317299,1.3665633599375944,0.07729468599033816,0.3763316681247608,1.0,7/23,12.90%,FXN;DNAJC24;HEPH;FTL;EGLN3;F3;EGLN1
prerank,Potassium Ion Transmembrane Transporter Activity (GO:0015079),-0.42331388786318214,-1.3664501042501171,0.11092150170648464,0.42581345728635056,1.0,10/26,16.92%,SLC12A8;HCN1;KCNK10;PKD2;KCNC4;TMEM38A;SLC12A5;KCNF1;KCNA1;KCNA2
prerank,Cholesterol Binding (GO:0015485),0.3589461843633328,1.3659068634028118,0.054455445544554455,0.37154868367892907,1.0,10/40,9.34%,NPC2;PMP2;CD81;STARD3NL;GRAMD1C;TSPO;STARD4;NR1H3;ERLIN2;OSBPL2
prerank,Protein Phosphatase Activator Activity (GO:0072542),-0.5034662468915444,-1.3648094537659494,0.1258741258741259,0.42369640728514185,1.0,7/14,26.29%,IGFBP3;PHACTR4;PPP2R5E;PPP1R15A;PPP4R3B;PPP2R5D;PPP4R3A
prerank,O-acyltransferase Activity (GO:0008374),0.4153741098440699,1.3623382659523342,0.09307875894988067,0.37312640710012296,1.0,12/23,30.01%,LCAT;PLA2G15;PNPLA4;LPCAT2;GPAM;MBOAT2;MBOAT1;PRDX6;GPAT2;LPGAT1;PNPLA3;MBOAT7
prerank,Cyclic Nucleotide Binding (GO:0030551),-0.502570189008231,-1.3611100456149683,0.1310592459605027,0.42640614977691627,1.0,4/14,10.26%,HCN1;KCNH1;PDE4A;RAPGEF2
prerank,DNA-binding Transcription Factor Binding (GO:0140297),-0.29026788638880746,-1.3603129941331993,0.023224043715846996,0.4224381683238625,1.0,72/240,21.74%,HDAC4;PURB;KAT8;KDM1A;MEF2C;NEUROD1;PIAS2;ZFPM2;FHL2;MAP3K10;BBS1;HDAC8;SPEN;ZBTB8A;EGR2;KAT6A;DAPK3;TCERG1;MLXIPL;NIF3L1;ETS2;BBS5;HES6;MTDH;LDB1;MEF2A;NCOR1;ID2;PPARD;NLRP3;YY1;USF1;ETS1;GSK3B;RUNX1T1;CRTC1;ZNF653;SETD1A;MKKS;HDAC3;NAAA;SRF;MLX;USF2;SCX;ZBTB17;EP300;MYC;CREBBP;PURA;HIRA;STK4;DMAP1;SDR16C5;FIZ1;BHLHE40;CRTC3;RBFOX2;DAXX;PPARGC1A;SKI;CXXC5;CARM1;ELK1;HCFC1;ATF2;VHL;MED1;RBBP8;ZBTB7A;RPS3;CREB1
prerank,Intracellular Calcium Activated Chloride Channel Activity (GO:0005229),0.4892891319776474,1.3569255149271982,0.1226215644820296,0.37793596451702394,1.0,8/13,31.04%,ANO2;BEST1;TTYH2;ANO4;TTYH1;CLCA4;ANO10;ANO6
prerank,Protein Phosphatase Regulator Activity (GO:0019888),-0.35742729513791227,-1.3562583279782245,0.07877813504823152,0.4260677087585731,1.0,23/57,27.37%,PPP2R2D;LMTK2;PPP2R2C;PPP6R2;PPP6R1;PPP1R16B;PHACTR4;ENSA;PPP2R5E;PPP4R2;PPP2R2B;IGBP1;PPP1R15A;SHOC2;PPP4R3B;PPP2R5D;PPP1R16A;PPP1R7;PPME1;RCAN2;PPP4R3A;PPP3R2;PPP3R1
prerank,Nucleosome Binding (GO:0031491),-0.37909470170704074,-1.35277701354651,0.07692307692307693,0.427620558846054,1.0,16/43,20.87%,RBBP4;PARP2;MLLT6;EED;ARID1B;MBD3;GATAD2B;MLLT10;GLYR1;RNF169;HP1BP3;SMARCC2;HIRA;SAP30L;RNF168;DNTTIP1
prerank,Semaphorin Receptor Binding (GO:0030215),-0.44183789359927106,-1.3519711041899796,0.1057347670250896,0.4239218716339456,1.0,5/21,11.22%,SEMA5B;SH3BP1;SEMA4C;SEMA7A;SEMA6D
prerank,Delayed Rectifier Potassium Channel Activity (GO:0005251),-0.45471521568615103,-1.3514734763636365,0.10163339382940109,0.41959494342572023,1.0,7/19,8.12%,KCNB1;KCNS1;KCNH1;KCNS3;KCNC1;KCNC3;KCNC4
prerank,Histone H3K36 Methyltransferase Activity (GO:0046975),-0.5353011413460023,-1.351166764183725,0.12839059674502712,0.41476303070466425,1.0,8/10,36.92%,SMYD2;NSD3;SETD2;NSD2;SETD5;SMYD3;SETMAR;SETD3
prerank,Protein Kinase Activator Activity (GO:0030295),-0.3412709390421002,-1.3470460598788099,0.06761006289308176,0.4188311972870131,1.0,22/72,19.86%,MAP3K13;SPRY2;ALS2;PARP8;RPTOR;PARP16;STRADA;MAP3K12;CAB39L;AKT1;AGAP2;TRAF6;MARK2;CDK5R1;STK4;DAXX;PARP6;MOB2;DAB2IP;CAB39;DUSP19;AFAP1L2
prerank,Nuclear Receptor Binding (GO:0016922),-0.3159638971653224,-1.343242716270722,0.03834355828220859,0.42203817665816895,1.0,45/107,28.66%,KDM1A;TRERF1;PRKCB;PPARGC1B;JMJD1C;KDM4C;FOXP1;TACC2;BAZ2A;LATS1;NCOR1;BRD8;MED9;KDM5D;TACC1;ASXL1;SNW1;DCAF1;MED22;NRIP1;NCOA6;EP300;MED12;NR4A1;PHB2;DAXX;NCOA1;PPARGC1A;MED30;GAS2L1;MED1;RNF6;ZBTB7A;GTF2B;BCAS3;PARK7;STRN;ARID5A;LCOR;NR4A2;WBP2;MED17;TRIP4;HMGN3;NR4A3
prerank,Growth Factor Receptor Binding (GO:0070851),0.33315890295871725,1.34275553306878,0.07575757575757576,0.39940254307684636,1.0,22/56,24.03%,TRIP6;NCSTN;FGF2;EFEMP1;SNX2;PDGFRA;ARF4;PYCARD;FGF1;PDGFA;HIP1;ITGA5;TLR5;FGF3;SHC1;PDGFB;TLR9;SNX1;PTPRJ;FYN;SLA;TIMM50
prerank,Chemokine Receptor Binding (GO:0042379),0.4311250552594226,1.3419169663983521,0.10273972602739725,0.3948806135049876,1.0,17/20,34.82%,CXCL3;CX3CR1;S100A14;CCL24;CXCL2;CCL22;PPBP;CXCL16;CXCL6;CCL17;CCL19;CCL21;CXCL12;CCL2;CCL25;ITCH;CXCL5
prerank,Aldehyde Dehydrogenase (NAD+) Activity (GO:0004029),0.5009905024743011,1.3409512727432418,0.1509433962264151,0.3854380016429008,1.0,6/11,22.02%,ALDH9A1;ALDH4A1;ALDH2;ALDH3A2;ALDH3B1;ALDH7A1
prerank,Aldehyde Dehydrogenase [NAD(P)+] Activity (GO:0004030),0.5009905024743011,1.3409512727432418,0.1509433962264151,0.3854380016429008,1.0,6/11,22.02%,ALDH9A1;ALDH4A1;ALDH2;ALDH3A2;ALDH3B1;ALDH7A1
prerank,Phosphatase Activity (GO:0016791),0.30912847120339143,1.3386042423217177,0.03519061583577713,0.38434012215713664,1.0,24/74,22.55%,PLPP4;EPHX2;DUSP16;CILP2;PLPP3;FRA10AC1;CILP;NT5C;PLPP6;PTPRM;PTPN22;INPP5K;PSPH;PLPPR1;LPIN3;ENPP1;SGPP2;NT5E;ALPP;PLPP2;PLPPR3;ACP5;PTPRJ;LPIN1
prerank,Gap Junction Channel Activity (GO:0005243),0.5008953992090546,1.3238443741893324,0.1319910514541387,0.40895852276947836,1.0,8/11,33.05%,GJA8;PANX3;GJB6;GJB3;GJC2;GJB7;GJB1;GJA4
prerank,Double-Stranded DNA Binding (GO:0003690),-0.2640689021513431,-1.3227400499213997,0.0085995085995086,0.465880990679171,1.0,115/437,20.74%,PKNOX2;GLIS1;EGR1;EMX1;NKX6-3;POU6F1;SATB1;RORB;MEF2C;ZNF821;NEUROD1;FOSB;ETV5;ZSCAN31;NFIX;NR1D2;TCF4;POU2F2;CLOCK;ZNF385D;BHLHE22;ZBTB18;NR3C2;ADRA2A;KLF13;ATF6B;CAMTA2;EGR2;ZNF250;NR1D1;HIVEP1;HSF4;PRDM1;NEUROD2;BACH2;UBP1;ZSCAN23;ETS2;ELF2;POLG2;ZNF454;HES6;ZNF768;MBNL2;FOXP1;THRB;NFIC;PCID2;RARB;FOSL1;TARDBP;PPARD;JDP2;GMEB1;CUX1;ZNF541;YY1;CAMTA1;PBX1;USF1;IRF3;NR2C2;NFAT5;ZNF343;FOXJ2;NR3C1;EGR4;ZNF12;GTF2H4;ESRRG;NR2C1;SCRT1;CEBPB;SP9;DLX1;SRF;MLX;USF2;ZSCAN16;FOXK1;ZNF460;SOX12;ZNF787;ZCCHC3;REXO4;ZNF410;MAU2;PURA;ZBTB45;RXRB;MSX1;POLR3F;NR4A1;POU3F1;BHLHE40;ZNF444;SAFB;CUX2;MELTF;FOXG1;KIN;TOP1;LBX1;MTERF1;SPIB;ELK1;TERF2;UBA2;ZNF524;LHX6;ATF2;MEN1;TDG;NFATC3;RAD50
prerank,MAP Kinase Activity (GO:0004707),-0.5280988473483287,-1.3221514439764948,0.1712707182320442,0.46169048691752357,1.0,7/10,29.75%,MAPK10;MAPK13;MAPK8;MAPK14;MAPK11;MAPK9;MAP3K7
prerank,Neurexin Family Protein Binding (GO:0042043),0.5017199087776402,1.3219970317460337,0.13777777777777778,0.40701384401223883,1.0,6/10,26.51%,SYTL4;SYTL3;NLGN3;CPE;NLGN4Y;SYTL5
prerank,Notch Binding (GO:0005112),-0.44224204270995693,-1.3200961448458948,0.1282952548330404,0.4613124472596749,1.0,6/20,11.89%,CUL3;ATRNL1;SNED1;TCIM;NCOR2;SNW1
prerank,Poly-Purine Tract Binding (GO:0070717),-0.41414937849468125,-1.3197931005195658,0.13157894736842105,0.4562928443296805,1.0,8/27,17.62%,KHDRBS2;ELAVL4;MCRS1;HNRNPDL;PPIE;KHDRBS1;PABPC4;FMR1
prerank,Ubiquitin-Protein Transferase Activity (GO:0004842),-0.2678981341621551,-1.3196906682724654,0.015189873417721518,0.4510532010129879,1.0,101/342,24.17%,RNF165;CUL3;UBE2QL1;LNX1;HECW2;TNFAIP1;ANAPC4;FBXO21;HERC6;UBE2O;DDB2;HECW1;RNF115;UBE2D4;RMND5A;ZNRF1;TRIM58;PELI3;FBXO9;TRAF7;TRIM52;TRAF3;PPIL2;IRF2BP1;TRIM44;FBXO4;PDZRN3;MALT1;MIB2;RNF208;UBE2W;RNF157;CHFR;RNF44;LMO7;KLHL21;FBXO27;LNX2;ZNF598;PRPF19;RFPL2;RNF19A;TRAF6;TRIM33;RING1;KCTD13;NEURL4;RBBP6;TRIM7;FBXO11;RFPL3;MEX3C;RNF112;NFX1;HACE1;RNF111;SH3RF3;RNF144A;RNF169;RPGR;RNF216;TRIM32;MYCBP2;UBE2C;HERC2;TRIM9;RFPL1;TRIM14;BARD1;RNF41;KLHL42;NEURL1;TRIM28;RNF31;CCAR1;RNF43;ZFP91;RNF168;VHL;RNF6;TRIM3;NEURL1B;BIRC6;BCOR;SIAH2;DTX4;TNFSF13B;UBE2K;TRIM17;SMURF1;CBLL1;TRIM26;PRKN;CUL9;SHPRH;NHLRC3;ARIH2;MGRN1;PEX12;RNFT1;RNF11
prerank,High Voltage-Gated Calcium Channel Activity (GO:0008331),-0.44941326931372744,-1.319601395874552,0.13763066202090593,0.4460039554174942,1.0,9/19,19.18%,CACNA1I;SCN8A;CACNA1C;CACNA1D;CACNB4;CACNA1B;CACNB1;CACNB3;SCN1A
prerank,DNA Nuclease Activity (GO:0004536),-0.529148917287916,-1.3146889245234068,0.1501766784452297,0.4524811734752327,1.0,5/11,21.37%,DFFB;ENDOG;ERCC4;MAP1S;RPS3
prerank,Pyrophosphatase Activity (GO:0016462),0.3334331247797547,1.3137744291681996,0.09223300970873786,0.4189783039581848,1.0,11/45,20.44%,PLPP4;CILP2;DOLPP1;NUDT7;CILP;PLPP6;FHIT;ENPP1;ASMTL;ENPP4;NUDT19
