gene,pls1_weight,boot_mean,boot_std,z_boot,p_boot
PASK,-0.00954657768060975,-0.008540059965308126,0.0025515905918494955,-3.741422198021982,0.00018298182611253822
TACC1,-0.009522346830736987,-0.00862046869246992,0.002543712001816087,-3.743484649181391,0.0001814856949127197
C1orf174,-0.012213405211969161,-0.011182168620626565,0.0032606045262689237,-3.745748714256014,0.00017985655605934348
CLCN4,-0.010785296313798393,-0.009726977914669583,0.0028790757933647446,-3.74609669486809,0.00017960738433786538
PHLDB2,-0.008295124953654255,-0.007602959481715881,0.00221378788377753,-3.7470278947862634,0.00017894219356762164
LOC100294145,-0.012562966004984747,-0.011606164538648723,0.0033519240368239073,-3.7479864898396382,0.00017825985356312302
ZNF653,-0.009727325786537722,-0.008780322362313742,0.0025945792492458025,-3.749095653703883,0.00017747339011520147
MCM6,-0.009607744041744441,-0.008910605840705625,0.0025602158405019534,-3.7527086153254783,0.00017493414851710298
ZNF407,-0.014067604132145068,-0.01302379719836548,0.0037485913058269665,-3.752770836948215,0.00017489071902399012
NUDT9P1,-0.009936950094857188,-0.009101320137142713,0.002647801471545128,-3.7529060247324613,0.00017479639550188608
TUBGCP5,-0.009224853530079716,-0.008371375347856804,0.0024571736432381854,-3.7542538173748055,0.0001738586231176953
PCDHB11,-0.012242750455261218,-0.01139310772460667,0.0032606737737874256,-3.7546689134254265,0.00017357076034318908
UGCG,-0.009181874029618448,-0.008356262042241647,0.0024452258955782943,-3.755020771791287,0.00017332710302064847
ANKRD34A,-0.008821170000619896,-0.007944876892222515,0.0023490749318972035,-3.755167568663116,0.0001732255432365104
NR3C1,-0.009175149497136183,-0.00841701560172316,0.002442942226230998,-3.7557783391757567,0.00017280358899651738
ANP32A,-0.011769259652570389,-0.010939117698459448,0.0031327044959284915,-3.756900680503585,0.0001720307323263004
BHLHB9,-0.012118873696012987,-0.011465053850752825,0.0032254318705878158,-3.7572871423895227,0.00017176536369301054
STX3,-0.00868957520678973,-0.007937894842613232,0.0023118109037439873,-3.7587742114707248,0.00017074783689596806
AGAP2,-0.010629528909134212,-0.009982806609825352,0.0028274250201103636,-3.7594379456680715,0.00017029550930480752
ANKRD18B,-0.011915571838124965,-0.010844526065177438,0.0031674833529186726,-3.761841976894805,0.00016866660491055008
ZNF692,-0.012016256442205634,-0.01094084466523901,0.003193314961696534,-3.7629412025870685,0.00016792669336496147
CCDC47,-0.010298899673365692,-0.009159481566929898,0.002735499267232215,-3.764906756413115,0.00016661124412431505
CCSAP,-0.011659322699012693,-0.010589278055954995,0.0030956658704991077,-3.7663375786524678,0.00016565976813964767
MAPKAPK5,-0.010995731360936845,-0.009871787420359053,0.0029158522857019213,-3.7710179678357356,0.00016258296485527346
SEMA6D,-0.01091289261193496,-0.009891907283585832,0.0028931805531606644,-3.771936251960886,0.00016198564577529773
ZNF184,-0.00948084299908049,-0.008644320309928222,0.0025130379065973745,-3.7726621529228925,0.00016151492872551465
KIF15,-0.014451889743755815,-0.013291363215959943,0.003830574518356726,-3.7727734245868465,0.000161442887479879
ADPRHL1,-0.008958285765868452,-0.008245414428029334,0.002372260786664385,-3.7762651628468804,0.00015919751283366423
FRAT1,-0.011981101019923095,-0.01085892571274552,0.003172572629031789,-3.7764623291160104,0.00015907160505101992
PFAS,-0.009708624608089047,-0.00874911828134767,0.0025706211067906544,-3.7767621927799317,0.0001588802956900004
C18orf21,-0.01405262386666368,-0.012996315868150787,0.0037197280334285905,-3.7778632578444005,0.00015817968517795045
ZBTB7C,-0.011569083965744915,-0.010629614844942434,0.003062271111604171,-3.7779424303436184,0.0001581294197268157
PRCC,-0.00984624801074136,-0.008798613783522077,0.0026045240661706774,-3.7804404031550707,0.00015655119121182892
SLC4A1AP,-0.0088112722270418,-0.008016969473378892,0.00233064617846904,-3.7806134231965527,0.0001564424273086118
CHSY3,-0.011745331259710428,-0.01068306372622002,0.0031054483137320592,-3.7821692950977335,0.00015546756490381064
OR2L13,-0.008957077533397577,-0.008142960995957814,0.0023678112528676947,-3.782851155280859,0.00015504213635586517
FAM27E3,-0.011116514393322178,-0.010285527924496947,0.00293835406394625,-3.783245365057384,0.00015479667975859535
MZF1,-0.01024307976252012,-0.009206394807599265,0.002707220254078551,-3.783615221956342,0.00015456671920666132
GLA,-0.012410377993000443,-0.011415803057228812,0.0032791226866054047,-3.7846641248570805,0.00015391630588279526
EPN1,-0.010129668408950796,-0.009178656912982912,0.0026762024632298945,-3.7850904586364345,0.00015365267801170646
YTHDC2,-0.01301717038864599,-0.01181098464029809,0.0034378991099682015,-3.7863735881319656,0.00015286180401741234
CCDC115,-0.010670775403690986,-0.009664070683112418,0.0028176658379976066,-3.787097554220356,0.00015241727042458741
LOC100505938,-0.010071949731490884,-0.00897293659074971,0.0026594734284644734,-3.78719697805224,0.0001523563167851183
ZSWIM3,-0.009462618201783365,-0.008614919283108856,0.0024981102573846795,-3.787910551109928,0.00015191952034498968
AKT1,-0.010723495880396427,-0.00978524344155274,0.0028309577957937094,-3.787939154843495,0.00015190203586135098
DIP2C,-0.011092012398709047,-0.010050248992559364,0.0029277865812525256,-3.788531742625794,0.00015154023309027487
ZNF304,-0.010228811012674132,-0.009310444968196314,0.0026993286771724756,-3.7893907100593345,0.0001510172329362014
EIF3E,-0.011132512368605654,-0.010257376349150934,0.0029374162819199314,-3.789899455901874,0.0001507082742062682
SPEG,-0.010173669417801134,-0.009148848794163809,0.002683769985588711,-3.7908127270338485,0.0001501551417226743
SMC1A,-0.008898592495967294,-0.007925662039034715,0.0023463225928603893,-3.7925699232683376,0.0001490962491861314
PPIEL,-0.009398789789666314,-0.008357107847580168,0.0024773681959869356,-3.7938606804153383,0.00014832291757160831
