"G_front_sup","S_central","S_temporal_sup","G_and_S_paracentral","G_precentral","G_postcentral","G_front_sup","S_intrapariet_and_P_trans","G_pariet_inf-Supramar","G_orbital","S_temporal_sup","G_and_S_paracentral","mean"
3.10503283434889,2.0165535663510417,2.6349789189778696,2.687852238527906,3.0168651093270387,2.3207745872083367,3.0650560866322434,2.3226850321562122,3.0169200118428314,3.0226151742314826,2.746339807812257,2.529262774584579,2.707078011833391
3.0429878533383565,1.8868194243070504,2.491495019078996,2.6244965283278847,2.875709994412551,2.2750771546098845,3.086450044962701,2.1990342771781224,2.6872094279829386,2.6950353823569553,2.677475977918666,2.436188771586183,2.5814983213383575
3.1617894647290146,1.8510950838447249,2.6002345675493186,2.403981764761495,2.9029974221137533,2.2190552425031207,3.135901042516681,2.329227517468923,3.0017217611173503,3.1412349112475004,2.695760502687528,2.2112547304533736,2.6378545009160654
2.8992921651645247,1.8591194299842266,2.5838748511984466,2.612222851372101,2.7903101571573194,2.194012673569052,2.9343173091507975,2.2248406812970205,2.666547350948383,2.660370651985364,2.599916924043724,2.580562022422821,2.550448922357815
2.9661421508541386,1.9123255248762603,2.51977610456041,2.331276095039408,2.8151797869380166,2.193098961746431,2.870491841474078,2.3139250007555368,2.7469970635721084,2.831576540729676,2.56281026326646,2.2425425924150875,2.525511827185634
3.180479773430987,2.091580823373154,2.6152413905869665,2.738081004365649,2.938420721805502,2.3384565925217653,3.208356349728291,2.173661099295207,2.754742075373359,2.9857612354087637,2.650262186928436,2.737659522135493,2.7010585645794642
3.00763230220687,2.0336120729287273,2.6867893211144525,2.4069271733013675,2.8905753089793573,2.2459331047979982,2.917124636992225,2.491310605245799,2.8274224451471763,3.1048047792079836,2.8187525904241255,2.5273200847523314,2.6631837020915343
3.0101191568067875,1.9586679624938654,2.5495756014835633,2.482444600739949,2.8506809741535424,2.248531802049149,3.0388793376999717,2.1217759882202487,2.8342339082513406,2.8564858299977938,2.598944731053826,2.378804690453788,2.577428715283652
3.0173358572844466,2.0109194325246023,2.7554725570068106,2.4611752177523054,2.7515803994101513,1.9463017658821773,2.9461368900384426,2.0729114883604356,2.850524574375881,3.015993498855863,2.735500324831152,2.3510238374517836,2.576239653647838
3.111223784463304,1.9689866723109903,2.6705813361053456,2.4989367446953983,3.061378013546376,2.1208181794330447,3.1884386439284627,2.2254724838423177,2.712676000031496,2.835166231405466,2.6456483760950094,2.398299706968623,2.6198021810688195
3.006553963306037,1.9517423427100098,2.5811746013379753,2.4576981657407653,2.882435020032436,2.280081563269049,3.0384589327281892,2.191428721829054,2.864643719442253,2.8196872960126957,2.6377689044903017,2.3420908466296297,2.5878136731273664
2.8152776352842848,1.874012306884483,2.495867783428957,2.3716449339834735,2.641381964379666,2.073569738684845,2.887060082689242,2.3003654378525753,2.7165185781809527,2.600815504417702,2.5823833877942843,2.4314296884645876,2.4825272535037546
