weight
0.0
0.19746833
0.0
0.0
-1.5857275
0.0
0.72441614
0.12192313
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.8492709
0.0
0.0
0.0
-1.030738
0.0
0.0
0.0
0.0
0.0
-0.37866285
0.0
0.0
0.0
0.0
0.0
1.7962068
0.0
-0.31409478
0.0
0.0
0.0
0.0
0.0
-0.746781
1.6168318
-0.63867044
0.0
0.23541176
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.9570473
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.3135974
0.8115684
-0.68105197
0.0
-0.58919936
0.0
0.0
0.0
0.0
0.0
-1.4597868
0.0
0.0
0.0
0.0
0.0
0.0
-0.50262505
-0.5482475
0.0
0.0
0.7408824
0.0
0.0
0.0
0.0
0.0
-0.1286286
-0.32732472
0.0
0.0
-0.99735916
1.5696479
-0.5947927
0.323632
0.0
-1.677252
0.0
0.0
0.0
0.0
-0.53581554
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.11434014
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.68373334
1.705511
-0.05776963
0.0
0.22634254
-0.42836583
0.6927274
0.0
0.30175945
0.0
0.3961728
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.86681205
-1.2907865
-1.3267235
0.8987297
2.2874162
0.0
0.0
0.0
0.0
-0.08127426
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.6453982
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-1.3544016
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.22403955
0.42998138
1.0640509
0.12006271
0.0
-1.6139921
0.0
-1.051032
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.40201998
0.0
-0.36526534
0.0
0.0
0.45497733
0.30635607
0.0
0.0
0.0
0.0
0.0
-0.29802462
-0.60530865
0.0
0.0
0.0
0.0
0.0
-1.6967974
-1.4604096
-1.35194
0.0
0.0
-0.034182753
0.038179416
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.68887925
0.0
-1.0891508
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-1.3472735
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.5766481
0.0
-0.6281537
-0.047392488
-0.2411267
-0.40397704
0.0
-0.7964597
0.0
0.0
0.0
0.0
0.0
0.23624688
0.0
0.0
0.0
0.0
0.0
0.0
1.5259821
0.0
0.0
0.0
0.0
0.0
-0.15526794
0.0
-0.43380225
-0.21237217
2.4131272
1.442436
1.1517178
-0.3999986
1.3498526
-0.90931684
-0.893472
-0.78729534
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.1824951
1.7005798
0.0
0.0
0.0
0.0
0.0
0.0
0.19842806
0.7200891
0.039520685
1.1614218
0.3881478
2.5777342
1.4959178
-0.9833554
0.0
0.0
0.0
0.33183107
0.0
-0.94543374
0.0
0.39007944
0.0
-0.5484944
0.0491978
0.17089088
-0.14730203
0.0
0.0
0.0
-1.0531064
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.024097832
-0.74816734
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.8095142
-0.70181584
-0.7716139
-1.5511997
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.9663867
0.9304546
1.5596153
1.7594919
-1.173068
0.0
0.0
0.0
-0.901328
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.9053739
0.0
0.0
-0.6623131
0.5424187
0.0
0.0
0.0
0.66829866
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.3723262
-0.9740183
0.0
0.0
0.0
0.0
0.0
0.33763304
1.2438861
0.627708
0.0
1.3899183
-1.1636487
0.49743602
0.0
0.0
0.0
0.0
-1.4898337
0.0
0.0
0.0
0.0
0.0
0.0
-1.462531
-0.35535294
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.49361104
-1.079047
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.73219174
-0.61585665
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-1.0177007
0.0
0.0
0.0
0.0
0.0
1.5053796
1.1657344
0.9954084
1.6287935
-0.1289457
0.0
0.0
0.0
0.0
0.0
1.6467432
0.4421121
0.7718372
0.0
0.33483946
1.8103023
1.452673
1.8101443
0.36591634
0.0
-0.22161943
0.30457792
0.9817502
1.0320183
0.7130411
0.9057989
-0.11152648
0.0
-0.5572368
-0.79964733
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.4566308
1.2036402
0.6703153
0.0
-0.6795311
-0.51640844
-1.2804861
0.0
-1.6641928
0.15799117
0.6463102
1.8540876
0.0
1.8579844
2.137168
0.4971116
-0.86234176
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-1.4929956
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.10264209
0.3905302
0.9843892
0.0720578
-0.6283218
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.06766181
-0.60942656
0.22846748
0.0
-0.27136534
-0.33975405
0.0
0.0
-0.79817003
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-1.5010155
0.0
0.0
0.0
0.0
-0.21910308
